,code,precipitation_level,Land use,component_name,chcarbon,TopN2O,total_co2_e,new_ghg,new_ghg_intensity,total_ghg_w_energy,soilType,LU_ID,changeInCarbon
62,1,872.0,Conventional corn,Clarion,-0.06808486730468785,1.599153640604542,998.2556936171268,2589.285634033022,0.0135995178141542,3587.5413276501486,A,1,-0.06808486730468785
63,1,872.0,Conventional corn,Clarion,-0.06808486730468785,1.599153640604542,998.2556936171268,2562.326963839145,0.0136665747348859,3560.5826574562716,A,1,-0.06808486730468785
64,9,624.0,Prairie,Webster,1.07,0.7282717285176463,-3922.62,0.0,,-3922.62,Webster,9,1.07
65,9,1400.0,Prairie,Okoboji,1.07,2.3094463281449205,-3922.62,0.0,,-3922.62,O,9,1.07
66,9,716.0,Prairie,Webster,1.07,0.719305726155386,-3922.62,0.0,,-3922.62,Webster,9,1.07
67,9,872.0,Prairie,Okoboji,1.07,,-3922.62,0.0,,-3922.62,O,9,1.07
68,9,772.0,Prairie,Webster,1.07,0.7032265602212687,-3922.62,0.0,,-3922.62,Webster,9,1.07
69,9,872.0,Prairie,Webster,1.07,0.9122135707586344,-3922.62,0.0,,-3922.62,Webster,9,1.07
70,9,926.0,Prairie,Webster,1.07,0.9388824744224108,-3922.62,0.0,,-3922.62,Webster,9,1.07
71,9,817.0,Prairie,Webster,1.07,0.7628482114121008,-3922.62,0.0,,-3922.62,Webster,9,1.07
72,9,624.0,Prairie,Canisteo,1.07,0.7038651183682286,-3922.62,0.0,,-3922.62,C,9,1.07
73,9,1400.0,Prairie,Webster,1.07,1.6169682863179928,-3922.62,0.0,,-3922.62,Webster,9,1.07
74,9,1146.0,Prairie,Webster,1.07,1.4312941566091113,-3922.62,0.0,,-3922.62,Webster,9,1.07
75,1,926.0,Conventional corn,Clarion,-0.06416763848652504,1.7124357170690243,1036.929043123201,2710.59964990547,0.0133214710821201,3747.528693028671,A,1,-0.06416763848652504
76,1,926.0,Conventional corn,Clarion,-0.06416763848652504,1.7124357170690243,1036.929043123201,823.492736334042,inf,1860.4217794572428,A,1,-0.06416763848652504
77,1,926.0,Conventional corn,Clarion,-0.06416763848652504,1.7124357170690243,1036.929043123201,2602.764969129961,0.0135667513642512,3639.6940122531623,A,1,-0.06416763848652504
78,1,926.0,Conventional corn,Clarion,-0.06416763848652504,1.7124357170690243,1036.929043123201,2858.872335971797,0.0130266474317439,3895.801379094998,A,1,-0.06416763848652504
79,1,926.0,Conventional corn,Clarion,-0.06416763848652504,1.7124357170690243,1036.929043123201,2333.1782671911847,0.0143332522459109,3370.1073103143854,A,1,-0.06416763848652504
80,1,926.0,Conventional corn,Clarion,-0.06416763848652504,1.7124357170690243,1036.929043123201,2751.0376551962863,0.0132365663690747,3787.9666983194875,A,1,-0.06416763848652504
81,1,926.0,Conventional corn,Clarion,-0.06416763848652504,1.7124357170690243,1036.929043123201,2521.888958548327,0.0137711515993604,3558.818001671528,A,1,-0.06416763848652504
82,1,926.0,Conventional corn,Clarion,-0.06416763848652504,1.7124357170690243,1036.929043123201,823.492736334042,inf,1860.4217794572428,A,1,-0.06416763848652504
83,1,926.0,Conventional corn,Clarion,-0.06416763848652504,1.7124357170690243,1036.929043123201,2697.120314808532,0.0133505870868335,3734.0493579317326,A,1,-0.06416763848652504
84,1,926.0,Conventional corn,Clarion,-0.06416763848652504,1.7124357170690243,1036.929043123201,823.492736334042,inf,1860.4217794572428,A,1,-0.06416763848652504
85,1,926.0,Conventional corn,Clarion,-0.06416763848652504,1.7124357170690243,1036.929043123201,823.492736334042,inf,1860.4217794572428,A,1,-0.06416763848652504
86,1,926.0,Conventional corn,Clarion,-0.06416763848652504,1.7124357170690243,1036.929043123201,2521.888958548327,0.0137711515993604,3558.818001671528,A,1,-0.06416763848652504
87,1,926.0,Conventional corn,Clarion,-0.06416763848652504,1.7124357170690243,1036.929043123201,2589.285634033022,0.0135995178141542,3626.214677156223,A,1,-0.06416763848652504
88,1,926.0,Conventional corn,Clarion,-0.06416763848652504,1.7124357170690243,1036.929043123201,2562.326963839145,0.0136665747348859,3599.256006962346,A,1,-0.06416763848652504
89,9,716.0,Prairie,Canisteo,1.07,0.6756770412737828,-3922.62,0.0,,-3922.62,C,9,1.07
90,9,817.0,Prairie,Canisteo,1.07,0.7144707685152141,-3922.62,0.0,,-3922.62,C,9,1.07
91,9,1400.0,Prairie,Canisteo,1.07,1.5754471257511629,-3922.62,0.0,,-3922.62,C,9,1.07
92,9,772.0,Prairie,Canisteo,1.07,0.6530282262679131,-3922.62,0.0,,-3922.62,C,9,1.07
93,9,926.0,Prairie,Canisteo,1.07,0.8591883928182423,-3922.62,0.0,,-3922.62,C,9,1.07
94,9,872.0,Prairie,Canisteo,1.07,0.8008953534991629,-3922.62,0.0,,-3922.62,C,9,1.07
95,9,1146.0,Prairie,Canisteo,1.07,1.4379280596341129,-3922.62,0.0,,-3922.62,C,9,1.07
96,1,1146.0,Conventional corn,Clarion,-0.06808486730468785,1.599153640604542,998.2556936171268,2710.59964990547,0.0133214710821201,3708.8553435225967,A,1,-0.06808486730468785
97,1,1146.0,Conventional corn,Clarion,-0.06808486730468785,1.599153640604542,998.2556936171268,823.492736334042,inf,1821.7484299511689,A,1,-0.06808486730468785
98,1,1146.0,Conventional corn,Clarion,-0.06808486730468785,1.599153640604542,998.2556936171268,2602.764969129961,0.0135667513642512,3601.020662747088,A,1,-0.06808486730468785
99,1,1146.0,Conventional corn,Clarion,-0.06808486730468785,1.599153640604542,998.2556936171268,2858.872335971797,0.0130266474317439,3857.1280295889237,A,1,-0.06808486730468785
100,1,1146.0,Conventional corn,Clarion,-0.06808486730468785,1.599153640604542,998.2556936171268,2333.1782671911847,0.0143332522459109,3331.4339608083114,A,1,-0.06808486730468785
101,1,1146.0,Conventional corn,Clarion,-0.06808486730468785,1.599153640604542,998.2556936171268,2751.0376551962863,0.0132365663690747,3749.293348813413,A,1,-0.06808486730468785
102,1,1146.0,Conventional corn,Clarion,-0.06808486730468785,1.599153640604542,998.2556936171268,2521.888958548327,0.0137711515993604,3520.144652165454,A,1,-0.06808486730468785
103,1,1146.0,Conventional corn,Clarion,-0.06808486730468785,1.599153640604542,998.2556936171268,823.492736334042,inf,1821.7484299511689,A,1,-0.06808486730468785
104,1,1146.0,Conventional corn,Clarion,-0.06808486730468785,1.599153640604542,998.2556936171268,2697.120314808532,0.0133505870868335,3695.3760084256587,A,1,-0.06808486730468785
105,1,1146.0,Conventional corn,Clarion,-0.06808486730468785,1.599153640604542,998.2556936171268,823.492736334042,inf,1821.7484299511689,A,1,-0.06808486730468785
106,1,1146.0,Conventional corn,Clarion,-0.06808486730468785,1.599153640604542,998.2556936171268,823.492736334042,inf,1821.7484299511689,A,1,-0.06808486730468785
107,1,1146.0,Conventional corn,Clarion,-0.06808486730468785,1.599153640604542,998.2556936171268,2521.888958548327,0.0137711515993604,3520.144652165454,A,1,-0.06808486730468785
108,1,1146.0,Conventional corn,Clarion,-0.06808486730468785,1.599153640604542,998.2556936171268,2589.285634033022,0.0135995178141542,3587.5413276501486,A,1,-0.06808486730468785
109,1,1146.0,Conventional corn,Clarion,-0.06808486730468785,1.599153640604542,998.2556936171268,2562.326963839145,0.0136665747348859,3560.5826574562716,A,1,-0.06808486730468785
110,9,772.0,Prairie,Nicollet,1.07,0.4838500811035538,-3922.62,0.0,,-3922.62,N,9,1.07
111,9,716.0,Prairie,Nicollet,1.07,0.6960210957087043,-3922.62,0.0,,-3922.62,N,9,1.07
112,9,624.0,Prairie,Nicollet,1.07,0.7628892808308937,-3922.62,0.0,,-3922.62,N,9,1.07
113,9,1146.0,Prairie,Nicollet,1.07,0.8304847621540825,-3922.62,0.0,,-3922.62,N,9,1.07
114,9,1400.0,Prairie,Nicollet,1.07,0.8781643212978463,-3922.62,0.0,,-3922.62,N,9,1.07
115,1,624.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,2710.59964990547,0.0133214710821201,5882.205122593403,O,1,-0.7121397226180111
116,1,624.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,823.492736334042,inf,3995.0982090219754,O,1,-0.7121397226180111
117,1,624.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,2602.764969129961,0.0135667513642512,5774.370441817895,O,1,-0.7121397226180111
118,1,624.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,2858.872335971797,0.0130266474317439,6030.477808659731,O,1,-0.7121397226180111
119,1,624.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,2333.1782671911847,0.0143332522459109,5504.783739879118,O,1,-0.7121397226180111
120,1,624.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,2751.0376551962863,0.0132365663690747,5922.643127884219,O,1,-0.7121397226180111
121,1,624.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,2521.888958548327,0.0137711515993604,5693.49443123626,O,1,-0.7121397226180111
122,1,624.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,823.492736334042,inf,3995.0982090219754,O,1,-0.7121397226180111
123,1,624.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,2697.120314808532,0.0133505870868335,5868.725787496465,O,1,-0.7121397226180111
124,1,624.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,823.492736334042,inf,3995.0982090219754,O,1,-0.7121397226180111
125,1,624.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,823.492736334042,inf,3995.0982090219754,O,1,-0.7121397226180111
126,1,624.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,2521.888958548327,0.0137711515993604,5693.49443123626,O,1,-0.7121397226180111
127,1,624.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,2589.285634033022,0.0135995178141542,5760.891106720956,O,1,-0.7121397226180111
128,1,624.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,2562.326963839145,0.0136665747348859,5733.932436527079,O,1,-0.7121397226180111
129,9,926.0,Prairie,Nicollet,1.07,0.7510038351712838,-3922.62,0.0,,-3922.62,N,9,1.07
130,9,872.0,Prairie,Nicollet,1.07,,-3922.62,0.0,,-3922.62,N,9,1.07
131,9,817.0,Prairie,Nicollet,1.07,0.7763688682857229,-3922.62,0.0,,-3922.62,N,9,1.07
132,9,716.0,Prairie,Coland,1.07,1.029922936108481,-3922.62,0.0,,-3922.62,L,9,1.07
133,9,624.0,Prairie,Coland,1.07,1.1264367743657604,-3922.62,0.0,,-3922.62,L,9,1.07
134,9,817.0,Prairie,Coland,1.07,1.3413946409456217,-3922.62,0.0,,-3922.62,L,9,1.07
135,9,772.0,Prairie,Coland,1.07,1.0423386099236502,-3922.62,0.0,,-3922.62,L,9,1.07
136,1,716.0,Conventional corn,Okoboji,-0.7214277603693839,1.0519192363181125,3137.2185753503763,2710.59964990547,0.0133214710821201,5847.818225255846,O,1,-0.7214277603693839
137,1,716.0,Conventional corn,Okoboji,-0.7214277603693839,1.0519192363181125,3137.2185753503763,823.492736334042,inf,3960.7113116844184,O,1,-0.7214277603693839
138,1,716.0,Conventional corn,Okoboji,-0.7214277603693839,1.0519192363181125,3137.2185753503763,2602.764969129961,0.0135667513642512,5739.9835444803375,O,1,-0.7214277603693839
139,1,716.0,Conventional corn,Okoboji,-0.7214277603693839,1.0519192363181125,3137.2185753503763,2858.872335971797,0.0130266474317439,5996.090911322173,O,1,-0.7214277603693839
140,1,716.0,Conventional corn,Okoboji,-0.7214277603693839,1.0519192363181125,3137.2185753503763,2333.1782671911847,0.0143332522459109,5470.3968425415605,O,1,-0.7214277603693839
141,1,716.0,Conventional corn,Okoboji,-0.7214277603693839,1.0519192363181125,3137.2185753503763,2751.0376551962863,0.0132365663690747,5888.256230546663,O,1,-0.7214277603693839
142,1,716.0,Conventional corn,Okoboji,-0.7214277603693839,1.0519192363181125,3137.2185753503763,2521.888958548327,0.0137711515993604,5659.107533898703,O,1,-0.7214277603693839
143,1,716.0,Conventional corn,Okoboji,-0.7214277603693839,1.0519192363181125,3137.2185753503763,823.492736334042,inf,3960.7113116844184,O,1,-0.7214277603693839
144,1,716.0,Conventional corn,Okoboji,-0.7214277603693839,1.0519192363181125,3137.2185753503763,2697.120314808532,0.0133505870868335,5834.338890158908,O,1,-0.7214277603693839
145,1,716.0,Conventional corn,Okoboji,-0.7214277603693839,1.0519192363181125,3137.2185753503763,823.492736334042,inf,3960.7113116844184,O,1,-0.7214277603693839
146,1,716.0,Conventional corn,Okoboji,-0.7214277603693839,1.0519192363181125,3137.2185753503763,823.492736334042,inf,3960.7113116844184,O,1,-0.7214277603693839
147,1,716.0,Conventional corn,Okoboji,-0.7214277603693839,1.0519192363181125,3137.2185753503763,2521.888958548327,0.0137711515993604,5659.107533898703,O,1,-0.7214277603693839
148,1,716.0,Conventional corn,Okoboji,-0.7214277603693839,1.0519192363181125,3137.2185753503763,2589.285634033022,0.0135995178141542,5726.504209383398,O,1,-0.7214277603693839
149,1,716.0,Conventional corn,Okoboji,-0.7214277603693839,1.0519192363181125,3137.2185753503763,2562.326963839145,0.0136665747348859,5699.545539189521,O,1,-0.7214277603693839
150,9,872.0,Prairie,Coland,1.07,1.3413946409456217,-3922.62,0.0,,-3922.62,L,9,1.07
151,9,1400.0,Prairie,Coland,1.07,2.480070761294942,-3922.62,0.0,,-3922.62,L,9,1.07
152,9,926.0,Prairie,Colo,1.07,0.6860619397431692,-3922.62,0.0,,-3922.62,Colo,9,1.07
153,9,1146.0,Prairie,Coland,1.07,2.2255820918468934,-3922.62,0.0,,-3922.62,L,9,1.07
154,9,772.0,Prairie,Colo,1.07,0.6536194125775057,-3922.62,0.0,,-3922.62,Colo,9,1.07
155,9,872.0,Prairie,Colo,1.07,0.7326718586096513,-3922.62,0.0,,-3922.62,Colo,9,1.07
156,9,926.0,Prairie,Coland,1.07,1.5071156491816875,-3922.62,0.0,,-3922.62,L,9,1.07
157,1,772.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,2710.59964990547,0.0133214710821201,5882.205122593403,O,1,-0.7121397226180111
158,1,772.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,823.492736334042,inf,3995.0982090219754,O,1,-0.7121397226180111
159,1,772.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,2602.764969129961,0.0135667513642512,5774.370441817895,O,1,-0.7121397226180111
160,1,772.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,2858.872335971797,0.0130266474317439,6030.477808659731,O,1,-0.7121397226180111
161,1,772.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,2333.1782671911847,0.0143332522459109,5504.783739879118,O,1,-0.7121397226180111
162,1,772.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,2751.0376551962863,0.0132365663690747,5922.643127884219,O,1,-0.7121397226180111
163,1,772.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,2521.888958548327,0.0137711515993604,5693.49443123626,O,1,-0.7121397226180111
164,1,772.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,823.492736334042,inf,3995.0982090219754,O,1,-0.7121397226180111
165,1,772.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,2697.120314808532,0.0133505870868335,5868.725787496465,O,1,-0.7121397226180111
166,1,772.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,823.492736334042,inf,3995.0982090219754,O,1,-0.7121397226180111
167,1,772.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,823.492736334042,inf,3995.0982090219754,O,1,-0.7121397226180111
168,1,772.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,2521.888958548327,0.0137711515993604,5693.49443123626,O,1,-0.7121397226180111
169,1,772.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,2589.285634033022,0.0135995178141542,5760.891106720956,O,1,-0.7121397226180111
170,1,772.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,2562.326963839145,0.0136665747348859,5733.932436527079,O,1,-0.7121397226180111
171,9,716.0,Prairie,Colo,1.07,0.6814223301503255,-3922.62,0.0,,-3922.62,Colo,9,1.07
172,9,817.0,Prairie,Colo,1.07,0.6442192180269091,-3922.62,0.0,,-3922.62,Colo,9,1.07
173,9,1146.0,Prairie,Colo,1.07,0.9045773393025984,-3922.62,0.0,,-3922.62,Colo,9,1.07
174,9,624.0,Prairie,Colo,1.07,0.6226702248028689,-3922.62,0.0,,-3922.62,Colo,9,1.07
175,9,1400.0,Prairie,Colo,1.07,1.03412252348601,-3922.62,0.0,,-3922.62,Colo,9,1.07
176,9,624.0,Prairie,Ackmore,1.07,0.5496760392095593,-3922.62,0.0,,-3922.62,K,9,1.07
177,9,772.0,Prairie,Ackmore,1.07,0.5341059236292581,-3922.62,0.0,,-3922.62,K,9,1.07
178,9,716.0,Prairie,Ackmore,1.07,0.559607467065962,-3922.62,0.0,,-3922.62,K,9,1.07
179,9,926.0,Prairie,Ackmore,1.07,,-3922.62,0.0,,-3922.62,K,9,1.07
180,9,872.0,Prairie,Ackmore,1.07,0.5758633071258568,-3922.62,0.0,,-3922.62,K,9,1.07
181,9,817.0,Prairie,Ackmore,1.07,0.5724648978561574,-3922.62,0.0,,-3922.62,K,9,1.07
182,1,817.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,2710.59964990547,0.0133214710821201,5882.205122593403,O,1,-0.7121397226180111
183,1,817.0,Conventional corn,Okoboji,-0.7121397226180111,1.198102455945012,3171.6054726879333,823.492736334042,inf,3995.0982090219754,O,1,-0.7121397226180111
