ID,Row,Column,Area,BaseLandUseType,CarbonMax,CarbonMin,Cattle,CornYield,DrainageClass,Erosion,FloodFrequency,Group,NitratesPPM,Pindex,Sediment,SoilType,SoybeanYield,StreamNetwork,Subwatershed,Timber,Topography,WatershedNitrogenContribution,Wetland,riverStreams,ContourArea,BufferArea,CurrentLandUse,CurrentLandUse,CurrentLandUse,YearsOwned,PrecipYear0,PrecipYear1,PrecipYear2,PrecipYear3
17,1,17,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
18,1,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
19,1,19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
20,1,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
21,1,21,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
22,1,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
23,1,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
24,2,1,10,1,18980,486,17.5,2080,30,2.2,0, ,1,57.2,1.636904762,A,60.32,0,1,2750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
25,2,2,10,1,18980,486,17.5,2080,30,2.2,0, ,1,57.2,1.636904762,A,60.32,0,1,2750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
26,2,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
27,2,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
28,2,5,10,1,18980,486,17.5,2080,30,2.2,0, ,1,57.2,1.636904762,A,60.32,0,1,2750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
29,2,6,10,1,18980,486,17.5,2080,30,2.2,0, ,1,57.2,1.636904762,A,60.32,0,1,2750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
30,2,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
31,2,8,10,1,18980,486,17.5,2080,30,2.2,0, ,1,57.2,1.636904762,A,60.32,0,1,2750,3,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
32,2,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
33,2,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
34,2,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
35,2,12,10,1,18980,486,17.5,2210,30,2.2,0, ,3,23.6,1.636904762,M,64.09,0,3,2750,3,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
36,2,13,10,1,18980,486,17.5,2210,30,2.2,0, ,3,23.6,1.636904762,M,64.09,0,3,2750,3,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
37,2,14,10,1,18980,486,17.5,2210,30,2.2,0, ,3,23.6,1.636904762,M,64.09,0,3,2750,3,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
38,2,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
39,2,16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
40,2,17,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
41,2,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
42,2,19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
43,2,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
44,2,21,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
45,2,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
46,2,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
47,3,1,10,1,18980,486,17.5,2080,30,2.2,0, ,1,57.2,1.636904762,A,60.32,0,1,2750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
48,3,2,10,1,18980,486,17.5,2080,30,2.2,0, ,1,57.2,1.636904762,A,60.32,0,1,2750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
49,3,3,10,1,18980,486,17.5,2080,30,2.2,0, ,1,57.2,1.636904762,A,60.32,0,1,2750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
50,3,4,10,1,18980,486,17.5,2080,30,2.2,0, ,1,57.2,1.636904762,A,60.32,0,1,2750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
51,3,5,10,1,18980,486,17.5,2280,50,1.5,0, ,1,57.2,1.116071429,N,66.12,0,1,1750,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
52,3,6,10,1,18980,486,17.5,2080,30,2.2,0, ,1,57.2,1.636904762,A,60.32,0,1,2750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
53,3,7,10,1,18980,486,17.5,2080,30,2.2,0, ,1,57.2,1.636904762,A,60.32,0,1,2750,3,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
54,3,8,10,1,18980,486,17.5,2280,50,1.5,0, ,1,57.2,1.116071429,N,66.12,0,1,1750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
55,3,9,10,1,18980,486,17.5,2080,30,2.2,0, ,1,57.2,1.636904762,A,60.32,0,1,2750,3,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
56,3,10,10,1,18980,486,17.5,2210,30,2.2,0, ,3,23.6,1.636904762,M,64.09,0,3,2750,3,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
57,3,11,10,1,18980,486,17.5,2210,30,2.2,0, ,3,23.6,1.636904762,M,64.09,0,3,2750,3,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
58,3,12,10,1,18980,486,17.5,2350,30,1.5,0, ,3,23.6,1.116071429,Q,68.15,0,3,2750,2,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
59,3,13,10,1,18980,486,17.5,2210,30,2.2,0, ,3,23.6,1.636904762,M,64.09,0,3,2750,3,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
60,3,14,10,1,18980,486,17.5,2210,30,2.2,0, ,3,23.6,1.636904762,M,64.09,0,3,2750,3,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
61,3,15,10,1,18980,486,17.5,2210,30,2.2,0, ,3,23.6,1.636904762,M,64.09,0,3,2750,3,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
62,3,16,10,1,18980,486,17.5,0,45,4.1,0, ,3,23.6,3.050595238,G,0,0,3,2450,5,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
63,3,17,10,1,18980,486,17.5,0,45,4.1,0, ,5,23.6,3.050595238,G,0,0,5,2450,5,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
64,3,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
65,3,19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
66,3,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
67,3,21,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
68,3,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
69,3,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
70,4,1,10,1,18980,486,17.5,2080,30,2.2,0, ,1,57.2,1.636904762,A,60.32,0,1,2750,3,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
71,4,2,10,1,18980,486,17.5,2080,30,2.2,0, ,1,57.2,1.636904762,A,60.32,0,1,2750,3,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
72,4,3,10,1,18980,486,17.5,2280,50,1.5,0, ,1,57.2,1.116071429,N,66.12,0,1,1750,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
73,4,4,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
74,4,5,10,1,18980,486,17.5,2280,50,1.5,0, ,1,57.2,1.116071429,N,66.12,0,1,1750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
75,4,6,10,1,18980,486,17.5,2080,30,2.2,0, ,1,57.2,1.636904762,A,60.32,0,1,2750,3,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
76,4,7,10,1,18980,486,17.5,2080,30,2.2,0, ,1,57.2,1.636904762,A,60.32,0,1,2750,3,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
77,4,8,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
78,4,9,10,1,18980,486,17.5,2280,50,1.5,0, ,1,57.2,1.116071429,N,66.12,0,1,1750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
79,4,10,10,1,18980,486,17.5,2080,30,1.5,0, ,2,23.6,1.116071429,A,60.32,0,3,2750,2,0.000407747,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
80,4,11,10,1,18980,486,17.5,2210,30,2.2,0, ,3,23.6,1.636904762,M,64.09,0,3,2750,3,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
81,4,12,10,1,18980,486,17.5,2350,30,1.5,0, ,3,23.6,1.116071429,Q,68.15,0,3,2750,2,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
82,4,13,10,1,18980,486,17.5,2210,30,2.2,0, ,3,23.6,1.636904762,M,64.09,0,3,2750,3,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
83,4,14,10,1,18980,486,17.5,2210,30,2.2,0, ,3,23.6,1.636904762,M,64.09,0,3,2750,3,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
84,4,15,10,1,18980,486,17.5,2060,30,3.9,0, ,3,23.6,2.901785714,D,59.74,0,3,2750,4,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
85,4,16,10,1,18980,486,17.5,0,45,4.1,0, ,3,23.6,3.050595238,G,0,0,3,2450,5,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
86,4,17,10,1,18980,486,17.5,0,45,4.1,0, ,5,23.6,3.050595238,G,0,0,5,2450,5,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
87,4,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
88,4,19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
89,4,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
90,4,21,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
91,4,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
92,4,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
93,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
94,5,2,10,1,18980,486,17.5,2080,30,2.2,0, ,1,57.2,1.636904762,A,60.32,0,1,2750,3,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
95,5,3,10,1,18980,486,17.5,2280,50,1.5,0, ,1,57.2,1.116071429,N,66.12,0,1,1750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
96,5,4,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
97,5,5,10,1,18980,486,17.5,2280,50,1.5,0, ,1,57.2,1.116071429,N,66.12,0,1,1750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
98,5,6,10,1,18980,486,17.5,2280,50,1.5,0, ,1,57.2,1.116071429,N,66.12,0,1,1750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
99,5,7,10,1,18980,486,17.5,2280,50,1.5,0, ,1,57.2,1.116071429,N,66.12,0,1,1750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
100,5,8,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
101,5,9,10,1,18980,486,17.5,2280,50,0.8,0, ,1,57.2,0.595238095,N,66.12,0,1,1750,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
102,5,10,10,1,18980,486,17.5,2080,30,1.5,0, ,1,23.6,1.116071429,A,60.32,0,1,2750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
103,5,11,10,1,18980,486,17.5,2350,30,1.5,0, ,3,23.6,1.116071429,Q,68.15,0,3,2750,2,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
104,5,12,10,1,18980,486,17.5,2210,30,2.2,0, ,3,23.6,1.636904762,M,64.09,0,3,2750,3,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
105,5,13,10,1,18980,486,17.5,2210,30,2.2,0, ,3,23.6,1.636904762,M,64.09,0,3,2750,3,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
106,5,14,10,1,18980,486,17.5,2060,30,3.9,0, ,3,23.6,2.901785714,D,59.74,0,3,2750,4,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
107,5,15,10,1,18980,486,17.5,2060,30,3.9,0, ,3,23.6,2.901785714,D,59.74,0,3,2750,4,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
108,5,16,10,1,18980,486,17.5,0,45,4.1,0, ,5,23.6,3.050595238,G,0,0,5,2450,5,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
109,5,17,10,1,18980,486,17.5,2210,30,2.2,0, ,5,23.6,1.636904762,M,64.09,0,5,2750,3,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
110,5,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
111,5,19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
112,5,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
113,5,21,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
114,5,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
115,5,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
116,6,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
117,6,2,10,1,18980,486,17.5,2280,50,1.5,0, ,1,57.2,1.116071429,N,66.12,0,1,1750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
118,6,3,10,1,18980,486,17.5,2280,50,1.5,0, ,1,57.2,1.116071429,N,66.12,0,1,1750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
119,6,4,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
120,6,5,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
121,6,6,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
122,6,7,10,1,18980,486,17.5,2280,50,1.5,0, ,1,57.2,1.116071429,N,66.12,0,1,1750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
123,6,8,10,1,18980,486,17.5,2280,50,1.5,0, ,1,57.2,1.116071429,N,66.12,0,1,1750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
124,6,9,10,1,18980,486,17.5,2280,50,1.5,0, ,1,57.2,1.116071429,N,66.12,0,1,1750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
125,6,10,10,1,18980,486,17.5,2350,30,1.5,0, ,1,23.6,1.116071429,Q,68.15,0,1,2750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
126,6,11,10,1,18980,486,17.5,2080,30,2.2,0, ,3,23.6,1.636904762,A,60.32,0,3,2750,3,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
127,6,12,10,1,18980,486,17.5,2080,30,2.2,0, ,3,23.6,1.636904762,A,60.32,0,3,2750,3,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
128,6,13,10,1,18980,486,17.5,2210,30,2.2,0, ,3,23.6,1.636904762,M,64.09,0,3,2750,3,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
129,6,14,10,1,18980,486,17.5,2060,30,3.9,0, ,3,23.6,2.901785714,D,59.74,0,3,2750,4,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
130,6,15,10,1,18980,486,17.5,0,45,4.1,0, ,5,23.6,3.050595238,G,0,0,5,2450,5,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
131,6,16,10,1,18980,486,17.5,2060,30,3.9,0, ,5,23.6,2.901785714,D,59.74,0,5,2750,4,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
132,6,17,10,1,18980,486,17.5,2210,30,2.2,0, ,5,23.6,1.636904762,M,64.09,0,5,2750,3,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
133,6,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
134,6,19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
135,6,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
136,6,21,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
137,6,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
